"Alpha","NoiseScale","Iteration","ASC2_male","ASC2_age","ASC2_income","ASC2_child","ASC3_male","ASC3_age","ASC3_income","ASC3_child","prot25_male","prot25_age","prot25_income","prot25_child","prot50_male","prot50_age","prot50_income","prot50_child","invasive_male","invasive_age","invasive_income","invasive_child"
1,6,14,0.7,0,0,-1.2,-1.1,0,0,0,0,-0.2,-1,-0.2,0,-1,1,0,0,0.6,0.2,0
1,6,15,-0.1,-0.6,0.3,0,0,0,1.1,1.2,0,0,0,0.8,0,0.8,0.2,0,0,-1.2,0,0.9
1,6,16,1,1,0,0,0.7,0,0,-1,0,0.2,0,0,0.9,0.5,0,-0.3,-0.4,0,0.2,0
1,6,17,0.6,-1,1,0.8,0,0,0.7,-0.4,0,0,0,-0.7,0,0,0.4,-1.1,0,0,0,0.8
1,6,18,0,0,0.2,0,0.3,0,0.7,0,0,0.2,0,0.9,-0.9,0,0,0,-0.9,0.1,-0.5,-0.2
1,6,19,0,1.2,0,0,0.1,0,0.7,0,0,0.2,-0.1,0.6,0.4,0,0,0,0.6,0,0.2,-0.8
1,6,20,-1,1,-0.8,0,0,0,0,0,0,0,0.3,0.3,0.4,-0.9,-1.1,0,0,-0.3,-0.7,0
1,6,21,-0.1,0,0,0.4,0,-0.8,0,-0.3,-0.8,-0.4,0,-0.3,0.5,0,0,0.1,0,-0.3,0,0
1,6,22,0.9,0,0,-0.7,-0.7,0,0,0,0,-0.2,0.4,0,0.4,-1,0,0.9,0,-0.8,0,-0.1
1,6,23,-0.1,-0.3,0,0,-0.9,0,0,1,0,0,0,-1.1,-1.1,-0.8,0,0,-0.4,-0.4,0.8,0
1,6,24,0.6,-1.1,0,0,0,0,-0.6,0.4,-0.3,0,0,-0.4,0,0,-0.5,0,0.9,-0.7,1.2,0
1,6,25,-0.8,1,0,0,0.9,0,-0.7,-0.9,0,0,-0.9,0,0,0,0.3,0,-1.2,0.2,0,-0.3
1,6,26,0,0,-0.2,0,0.2,0,-0.6,-0.4,0,0.3,-1.1,0.6,0,1.2,0,-0.3,0,0,0,0.9
1,6,27,0.2,-0.9,0.7,0,0,0,0.5,-0.7,0.8,0,0,0,0,0.7,0,-1,0,0,1,0.9
1,6,28,0,0,0,-0.9,-0.9,-0.3,0,0,-0.7,-0.3,0,0,-0.3,0.2,0,0,0.5,0,-1,0.6
1,6,29,0.3,0.9,1.2,0.5,1.1,0,0,0.1,-1.1,0,0,-0.5,0,-0.9,-0.8,0,0,0,0,0
1,6,30,0.4,0,0,0.7,1.1,0,0.4,0.9,-0.2,0.1,0.3,0,0,0,0,0,-0.6,0,-1,0
1,6,31,-0.3,1.2,1,0,0,1.1,-0.6,0,0,-0.2,0,-0.2,-0.3,0,0,0,0,0.2,0.9,0
1,6,32,0.6,0,1.1,0,-0.7,-1.1,0,-0.3,0.7,0,-0.5,-1.1,0,-0.6,0,0,0,0,0,0.2
1,6,33,-0.4,0,0,0,0.6,0,-1,0,0,0,0,1.1,0,0.4,0.3,-0.4,0.3,0,0.6,0.8
1,6,34,0,0,-0.8,-0.4,0,0,0,0.4,0,0,1,1.2,0.1,0.2,-0.5,0,0,0,-1,0.2
1,6,35,0,0,0.9,0,0,1.1,0,0,-0.2,0.3,0,-1.1,-0.4,0,-0.3,0.5,0.1,0,-1.1,0
1,6,36,-0.4,-1,-0.5,-0.9,0,1.1,0,0,0,0,1.1,-0.5,0,0,1.1,0,0.3,0,-0.5,0
1,6,37,0.6,0,0.9,0,0,0.6,1.1,-0.8,-1.2,0,1.1,0,0,0.5,0,0,0,1.1,0,0.6
1,6,38,0.3,0.3,0,0.9,0,-0.6,0,0,0,0,0.7,0,0,0,0.2,-0.8,0.1,0,-0.6,-0.6
1,6,39,0.9,0,0,0,-0.9,0,-0.7,-1.1,-1,-0.6,0.7,-0.3,0,0,0,0,1.1,0,0,-0.6
1,6,40,0,-0.3,1.1,0,0.5,0,-0.9,-1,-0.5,-0.3,0,0,0,-1,0,0,0,-0.3,-0.1,0
1,6,41,-0.5,0.9,1.1,0,0.3,0,0,0,0,0,-0.2,0.7,-0.8,-0.4,0,0,0,0,0.3,0.5
1,6,42,0.6,0,0.6,0.8,0,-0.3,0,-1,0,0.6,0,0,0,0.7,-0.9,-0.7,1.2,0,0,0
1,6,43,-0.7,0,0,0.2,0.5,0,1,-0.3,0,-0.9,0,0,0,0,-1.2,0.6,0.7,0,-0.6,0
1,6,44,0,-0.5,-1,-0.8,-1.1,0,0,0,-1.1,-0.3,0,-0.6,0,0,-0.8,0,-0.3,0,0,-0.4
1,6,45,0,0.7,1.1,0.3,0,0.4,-0.1,0,0,0,0,1.1,0,-0.4,0,0.4,-0.3,-0.2,0,0
1,6,46,0.4,0,0,-0.5,-0.9,0,-1,0.7,0,-0.9,0,0,0,0.3,1,0,0.3,0,0.2,0
1,6,47,0,0,0.8,-1.2,0.2,0,0,0,0,0.5,0.4,0.9,0,-0.3,-0.7,-1.1,0,0.5,0,0
1,6,48,1.1,0,0,-0.3,0,0,0.8,0,-0.6,0,-0.2,0,0,-0.4,0,0,0.7,-0.6,-0.3,-0.7
1,6,49,0.7,0,-0.8,-0.9,0,0,-0.5,0,0.8,0,0,0.5,-0.1,0.8,0,0,-0.9,0,0,0.3
1,6,50,0,0.8,0,0,-0.5,-0.4,1.1,0.5,1.1,0.8,0,0,-0.6,0,-0.3,0,0,0,0.6,0
1,6,51,-0.3,-0.5,0,-0.7,0,0.5,0,0,-1.1,0.3,0.2,0,0,0,0,1.2,-0.1,0,0,0.3
1,6,52,-0.5,-0.5,1.1,-0.5,0.3,0,0,0,-0.3,1,0,-1.2,0,0,0,0.3,0.1,0,0,0
1,6,53,-0.4,0,-0.7,0,0.3,0.6,0,0,0,0.4,0,0,-0.6,0.9,0,-1.1,-0.5,0,0,-0.6
1,6,54,0,-0.5,-0.7,0,1.1,0,0,-0.5,0,0.3,0,0,0,0.2,0.5,-0.7,0,0.1,-1.2,0
1,6,55,0,0,0,0,0.5,0,0,0,0.2,0.7,-0.7,0,-0.5,0.5,-1,0,0.8,0,-0.9,-1.2
1,6,56,0,-0.7,0,0,0,-0.4,0,0,0,0,-0.2,-1,0.7,0.5,-0.6,0.7,0,-1.1,0.3,0
1,6,57,1.2,1,0,0,-0.2,0,0,0,-1,0,-0.1,0,-0.4,-0.6,0.5,0.6,0.7,0,0,0
1,6,58,0.3,0.2,0,0,0,0,0,0.1,0,0,0,1,0,0.5,0,0.8,0.5,1,0.6,0.7
1,6,59,0,0.5,0,0,0.6,-1.1,0,0,-0.7,0,-0.2,0,0.4,-0.9,0,0,1,-0.8,-0.4,0
1,6,60,-1.2,0,0.6,-0.4,0,0,0,0,0,-0.4,0,0,-1.1,0,0.4,0,0.3,-0.5,-0.7,1
1,6,61,0.8,-0.9,-0.3,0,0,0,0,0,0,-1,0,0,-0.8,0.2,0,0.3,0,1,0.2,0.9
1,6,62,0,0,0.1,0,0,0.6,0.6,0,-0.5,0,0,-0.2,-0.5,0.3,0,1,0.5,0,0,-0.9
1,6,63,0,0.6,-0.7,0,-0.5,0,0,-0.1,0,0,-0.4,-0.6,0,0,-0.9,-0.7,0.8,0,-0.8,0
1,6,64,0.2,0,-0.3,0,0,-1.2,0.1,0,-0.8,0.1,0.3,-0.5,0.2,1.1,0,0,0,0,0,0
1,6,65,0,0.8,0.2,0,0,0,0.7,0.5,0,0,0,1,0.6,0,-0.2,0.5,0.3,0,0.9,0
1,6,66,0,-0.2,0.4,0,-0.9,1,0,0,-0.5,0,0,-1.1,1,0,0.2,0.7,0,0,0,-1
1,6,67,-0.6,-0.5,0,0.9,0.8,-0.9,1.1,0.1,0,-0.2,0,0,1,0,0,0.1,0,0,0,0
1,6,68,0,0.1,0,-0.8,1.1,-0.5,0,-0.9,0.2,0,0,-1.1,0,0,0,-0.8,0,-0.7,0,1.1
1,6,69,1.1,0,0.4,1.2,-1,0,-1.2,0,0,0,-0.4,-0.4,0,0,0,0,0,-0.5,-0.2,-0.2
1,6,70,-0.8,0,0.3,0,0.9,0,0,0,0,0,0.9,0,-0.1,-0.9,0.9,1,0,0.8,0,-0.6
1,6,71,0.5,1,0.8,0.7,0,0,0,1.1,0,0,0,0,0,-0.6,-0.9,-0.7,0.8,0,1,0
1,6,72,-0.8,0,0.3,0.2,0,0,0,-0.9,0,0,0,-0.6,1,-0.6,0,0.4,-0.5,0,0,-0.1
1,6,73,0,0,0.5,-1,0.8,0,-0.5,-1.2,0,0,0.4,0,-0.7,0.7,1,0,0,0,0,0.8
1,6,74,0,0,0,-1,0.9,1.1,0,0,-0.6,0.5,-0.3,0,-0.2,0,0,0,0,-1.1,0.4,0.7
1,6,75,0,0.5,0,0,1,0,0,-0.8,0.9,1,0,-1,0,0,-0.9,-0.4,0.7,0,-0.5,0
1,6,76,-0.7,0,0,-1,-0.4,0,-0.5,-0.6,0,0,0,-0.5,-0.1,0,0,0,-0.4,0,-0.2,0.1
1,6,77,0.4,-0.4,0,-1.1,0,0,0,0,0.8,0.6,0,0,0,-0.5,-1.1,0,0,1,0.6,-0.2
1,6,78,0,0,0,0,0,0,-0.4,0,-1.1,0,-0.2,0,0.6,-0.4,-0.9,0.6,-0.6,0.9,1.2,0
1,6,79,0,0,0,0,0,0,0.2,-0.3,0.2,0,0.9,0.3,1,0,-0.7,0,-0.6,-1.1,0,-0.1
1,6,80,0.8,0,0.4,-1,0,1,0,-1.1,0.8,0,0,0.3,0,1,0,0,0,1,0,1.1
1,6,81,1,0,0,0,0,0,0,-0.4,0,0,0,-0.2,1.1,0.8,0,-0.3,-0.2,-1.2,0.4,1.1
1,6,82,0,0,-0.8,0.4,-0.5,0,0,0,-0.5,0,0.8,0,-0.3,0,0.6,0.3,-1.1,-1.2,0,0
1,6,83,0.5,0,-0.6,-0.5,0,0,0,0,-1,0.1,0,0,0.7,0,1.1,0,0.7,-1,0.3,0
1,6,84,0,0,-0.9,1.1,0.7,0,0,0.3,0.3,0,0,0,0,-0.2,0.5,0,0,-0.7,-0.9,0.5
1,6,85,0.9,0,-0.2,0.5,0,0,0,0.8,0.4,0,0.5,-0.2,-0.1,0,-1.1,0,0.7,0,0,0
1,6,86,0.2,0.4,0,-0.2,-0.2,0,0,0,0,0,-0.2,0,0.6,-1,0,1,0.5,0,0,-1
1,6,87,0.2,1.1,0,0,0,-0.4,0,0.7,-1.2,-0.9,0,-0.2,-0.5,0,0,0.4,0,0,0,0.8
1,6,88,-1.1,0,0.3,0,-1.1,0,0,0.5,0.6,0,0,0,0,-0.3,-0.5,0.8,0,-1.1,0.4,0
1,6,89,0,0,0.5,0,0,0.3,-0.8,0,0.1,-0.1,0,-1.2,-0.5,0,0,0,-0.6,0.2,1.1,0
1,6,90,-1,-0.2,-0.9,0.8,0,0,0,0.6,0,0,0.8,0,0,1,0.6,0,0,0,-0.6,-1.2
1,6,91,1.2,0.2,0,0,0,0,0.6,1.1,0,0.3,0.2,0,-0.7,0,-1,0,-0.6,0,0.4,0
1,6,92,-0.4,0,1,0,-1.1,0.6,0.8,0,0,0,0.7,-0.8,1,0,-1.2,0,0,0,-0.9,0
1,6,93,0,1,0,-0.3,-1,0,0,0.1,0.7,0,-0.7,0,0,0,0,0.9,-0.7,-0.7,0,-0.2
1,6,94,0.3,-0.4,-0.4,-0.6,-0.3,0,0,0.9,0.3,0,0.2,0,0,0.5,0,-0.1,0,0,0,0
1,6,95,-0.9,0,0,0,0,1.1,0.8,-1,-1,0.8,0.7,0.6,0,0,1,0,0,0,0,0.4
1,6,96,0.6,0,0,0,-0.1,1.2,0,0,-0.6,0.3,-0.8,0.7,-1,0,0,0,-0.2,-0.4,0,0
1,6,97,-1,0.2,0,-0.3,0.5,0.5,0,-0.2,0,0,-0.1,0,0.6,0,-0.5,0,0,0,-0.7,0
1,6,98,0,0,-0.5,-1.1,-0.3,1,0,-0.6,-0.4,0,1.2,-0.8,-1.1,0,0,0,0,0,0,1
1,6,99,1.1,0.3,-0.8,0.2,1.1,0,0,0,-0.6,0,0,0,-0.2,0.9,-0.1,0,0.9,0,0,0
1,6,100,0.1,0,0,-0.7,0,0,-0.7,-1.1,0,-0.7,0,-0.6,0,0,0.5,1,0,0,0.8,0.4
