id,idII,choice_set1,treat_see1,sand_nu1,deich_nu1,bepf_nu1,ufer_nu1,ruck_nu1,steil_nu1,cost_nu1,choice1,ASC11,ASCsq1,choice_set2,treat_see2,sand_nu2,deich_nu2,bepf_nu2,ufer_nu2,ruck_nu2,steil_nu2,cost_nu2,choice2,ASC12,ASCsq2,choice_set3,treat_see3,sand_nu3,deich_nu3,bepf_nu3,ufer_nu3,ruck_nu3,steil_nu3,cost_nu3,choice3,ASC13,ASCsq3,age,genderf,northsea_SH,northsea_LS,balticsea_SH,balticsea_MV,choice
28001,14244,12,4,40,150,30,70,3,0,190,1,1,0,12,4,40,50,5,140,3,0,190,0,0,0,12,4,40,50,5,0,1,0,0,0,0,1,48,0,1,0,1,0,1
28001,15377,16,4,40,150,5,140,3,0,70,1,1,0,16,4,40,50,60,70,6,0,70,0,0,0,16,4,40,50,5,0,1,0,0,0,0,1,48,0,1,0,1,0,1
28001,15671,17,4,60,50,30,140,9,0,35,0,1,0,17,4,20,100,5,140,1,0,20,1,0,0,17,4,40,50,5,0,1,0,0,0,0,1,48,0,1,0,1,0,2
28001,16788,22,4,60,100,5,70,6,0,70,0,1,0,22,4,40,150,60,70,3,0,110,1,0,0,22,4,40,50,5,0,1,0,0,0,0,1,48,0,1,0,1,0,2
28001,17633,25,4,40,50,30,140,3,0,110,0,1,0,25,4,40,150,30,70,3,0,110,1,0,0,25,4,40,50,5,0,1,0,0,0,0,1,48,0,1,0,1,0,2
28001,19080,31,4,40,150,30,0,6,0,110,1,1,0,31,4,60,50,60,0,9,0,70,0,0,0,31,4,40,50,5,0,1,0,0,0,0,1,48,0,1,0,1,0,1
28001,19611,33,4,20,150,60,0,6,0,20,0,1,0,33,4,60,150,30,140,3,0,70,1,0,0,33,4,40,50,5,0,1,0,0,0,0,1,48,0,1,0,1,0,2
28001,20279,36,4,20,50,60,0,1,0,8,1,1,0,36,4,60,100,5,0,9,0,8,0,0,0,36,4,40,50,5,0,1,0,0,0,0,1,48,0,1,0,1,0,1
28001,22064,43,4,40,100,30,70,3,0,190,0,1,0,43,4,20,100,60,0,1,0,8,1,0,0,43,4,40,50,5,0,1,0,0,0,0,1,48,0,1,0,1,0,2
28001,22622,45,4,40,50,5,140,6,0,110,0,1,0,45,4,40,150,30,70,3,0,110,1,0,0,45,4,40,50,5,0,1,0,0,0,0,1,48,0,1,0,1,0,2
28001,22694,46,4,60,100,60,0,1,0,70,1,1,0,46,4,40,150,30,0,3,0,110,0,0,0,46,4,40,50,5,0,1,0,0,0,0,1,48,0,1,0,1,0,1
28002,25308,10,1,40,150,30,0,3,30,190,0,1,0,10,1,20,150,30,0,6,45,110,0,0,0,10,1,40,50,5,0,1,15,0,1,0,1,55,1,0,0,0,1,3
28002,25762,13,1,60,50,60,0,3,45,110,0,1,0,13,1,20,100,5,0,9,15,8,0,0,0,13,1,40,50,5,0,1,15,0,1,0,1,55,1,0,0,0,1,3
28002,27033,19,1,20,100,5,0,9,45,110,0,1,0,19,1,40,150,30,0,3,30,190,0,0,0,19,1,40,50,5,0,1,15,0,1,0,1,55,1,0,0,0,1,3
28002,27317,20,1,20,50,5,0,1,45,35,0,1,0,20,1,60,100,60,0,9,15,20,0,0,0,20,1,40,50,5,0,1,15,0,1,0,1,55,1,0,0,0,1,3
28002,27923,23,1,20,100,60,0,3,30,70,0,1,0,23,1,60,50,5,0,9,15,8,0,0,0,23,1,40,50,5,0,1,15,0,1,0,1,55,1,0,0,0,1,3
28002,28255,24,1,20,100,5,0,6,15,8,0,1,0,24,1,60,50,60,0,6,45,110,0,0,0,24,1,40,50,5,0,1,15,0,1,0,1,55,1,0,0,0,1,3
28002,28532,25,1,60,100,5,0,1,30,20,0,1,0,25,1,20,50,60,0,6,45,70,0,0,0,25,1,40,50,5,0,1,15,0,1,0,1,55,1,0,0,0,1,3
28002,29042,28,1,40,150,30,0,3,30,190,0,1,0,28,1,20,50,60,0,6,45,110,0,0,0,28,1,40,50,5,0,1,15,0,1,0,1,55,1,0,0,0,1,3
28002,30112,33,1,40,150,5,0,6,15,35,0,1,0,33,1,40,150,30,0,3,30,190,0,0,0,33,1,40,50,5,0,1,15,0,1,0,1,55,1,0,0,0,1,3
28002,30762,36,1,40,150,60,0,6,15,20,0,1,0,36,1,40,150,30,0,3,30,70,0,0,0,36,1,40,50,5,0,1,15,0,1,0,1,55,1,0,0,0,1,3
28002,31033,37,1,40,150,30,0,3,15,190,0,1,0,37,1,40,150,5,0,3,45,70,0,0,0,37,1,40,50,5,0,1,15,0,1,0,1,55,1,0,0,0,1,3
28002,32869,46,1,40,150,30,0,3,30,190,0,1,0,46,1,40,150,5,0,6,45,110,0,0,0,46,1,40,50,5,0,1,15,0,1,0,1,55,1,0,0,0,1,3
28003,274,2,3,40,150,30,140,1,0,70,0,1,0,2,3,40,50,30,0,6,0,8,0,0,0,2,3,40,50,5,0,1,0,0,1,0,1,60,0,0,0,0,0,3
28003,712,3,3,20,50,30,140,1,0,20,0,1,0,3,3,60,100,5,70,9,0,8,0,0,0,3,3,40,50,5,0,1,0,0,1,0,1,60,0,0,0,0,0,3
28003,1901,8,3,40,150,30,140,3,0,190,0,1,0,8,3,60,100,60,0,6,0,70,0,0,0,8,3,40,50,5,0,1,0,0,1,0,1,60,0,0,0,0,0,3
28003,2787,12,3,60,100,30,0,9,0,20,0,1,0,12,3,20,50,60,140,1,0,70,0,0,0,12,3,40,50,5,0,1,0,0,1,0,1,60,0,0,0,0,0,3
28003,4321,18,3,60,100,60,0,1,0,8,0,1,0,18,3,20,50,5,70,9,0,20,0,0,0,18,3,40,50,5,0,1,0,0,1,0,1,60,0,0,0,0,0,3
28003,6063,26,3,20,50,5,70,9,0,35,0,1,0,26,3,60,100,60,0,1,0,20,0,0,0,26,3,40,50,5,0,1,0,0,1,0,1,60,0,0,0,0,0,3
28003,8032,35,3,60,100,60,70,6,0,110,0,1,0,35,3,40,150,30,140,3,0,190,0,0,0,35,3,40,50,5,0,1,0,0,1,0,1,60,0,0,0,0,0,3
28003,9498,41,3,60,50,60,0,9,0,20,0,1,0,41,3,20,100,5,70,1,0,20,0,0,0,41,3,40,50,5,0,1,0,0,1,0,1,60,0,0,0,0,0,3
28003,9775,42,3,20,50,5,140,9,0,20,0,1,0,42,3,60,100,60,70,1,0,8,0,0,0,42,3,40,50,5,0,1,0,0,1,0,1,60,0,0,0,0,0,3
28003,10513,45,3,40,50,5,140,6,0,70,0,1,0,45,3,40,150,30,0,3,0,190,0,0,0,45,3,40,50,5,0,1,0,0,1,0,1,60,0,0,0,0,0,3
28003,11000,47,3,20,50,60,0,3,0,8,0,1,0,47,3,60,100,5,140,9,0,110,0,0,0,47,3,40,50,5,0,1,0,0,1,0,1,60,0,0,0,0,0,3
28003,11344,48,3,60,100,5,0,9,0,8,0,1,0,48,3,20,50,60,70,1,0,35,0,0,0,48,3,40,50,5,0,1,0,0,1,0,1,60,0,0,0,0,0,3
28004,11687,1,4,20,50,5,140,9,0,8,1,1,0,1,4,60,100,60,70,1,0,8,0,0,0,1,4,40,50,5,0,1,0,0,0,0,1,23,0,0,0,1,0,1
28004,12699,5,4,60,100,60,70,6,0,70,1,1,0,5,4,20,50,5,140,1,0,70,0,0,0,5,4,40,50,5,0,1,0,0,0,0,1,23,0,0,0,1,0,1
28004,12795,6,4,60,100,5,140,1,0,20,0,1,0,6,4,20,50,30,140,9,0,20,1,0,0,6,4,40,50,5,0,1,0,0,0,0,1,23,0,0,0,1,0,2
28004,13754,10,4,60,100,5,0,9,0,20,0,1,0,10,4,40,150,30,70,6,0,190,1,0,0,10,4,40,50,5,0,1,0,0,0,0,1,23,0,0,0,1,0,2
28004,14996,15,4,20,100,30,140,1,0,20,0,1,0,15,4,60,50,5,140,9,0,20,1,0,0,15,4,40,50,5,0,1,0,0,0,0,1,23,0,0,0,1,0,2
28004,17026,23,4,60,50,60,70,9,0,70,0,1,0,23,4,20,150,5,140,3,0,110,1,0,0,23,4,40,50,5,0,1,0,0,0,0,1,23,0,0,0,1,0,2
28004,17814,26,4,60,100,30,0,1,0,8,0,1,0,26,4,20,50,60,0,9,0,8,1,0,0,26,4,40,50,5,0,1,0,0,0,0,1,23,0,0,0,1,0,2
28004,18065,27,4,20,50,30,70,9,0,35,0,1,0,27,4,60,100,30,70,1,0,35,1,0,0,27,4,40,50,5,0,1,0,0,0,0,1,23,0,0,0,1,0,2
28004,18386,28,4,60,50,5,140,9,0,35,1,1,0,28,4,20,100,60,140,1,0,35,0,0,0,28,4,40,50,5,0,1,0,0,0,0,1,23,0,0,0,1,0,1
28004,18715,30,4,20,100,5,0,9,0,20,0,1,0,30,4,40,150,30,70,6,0,190,1,0,0,30,4,40,50,5,0,1,0,0,0,0,1,23,0,0,0,1,0,2
28004,20524,37,4,20,50,60,140,1,0,70,0,1,0,37,4,60,100,5,70,9,0,35,1,0,0,37,4,40,50,5,0,1,0,0,0,0,1,23,0,0,0,1,0,2
28004,20699,38,4,40,150,30,70,6,0,190,1,1,0,38,4,60,50,60,0,6,0,20,0,0,0,38,4,40,50,5,0,1,0,0,0,0,1,23,0,0,0,1,0,1
28005,246,2,3,40,150,30,140,1,0,70,0,1,0,2,3,40,50,30,0,6,0,8,1,0,0,2,3,40,50,5,0,1,0,0,0,0,1,22,1,0,1,0,0,2
28005,672,3,3,20,50,30,140,1,0,20,0,1,0,3,3,60,100,5,70,9,0,8,1,0,0,3,3,40,50,5,0,1,0,0,0,0,1,22,1,0,1,0,0,2
28005,1853,8,3,40,150,30,140,3,0,190,0,1,0,8,3,60,100,60,0,6,0,70,1,0,0,8,3,40,50,5,0,1,0,0,0,0,1,22,1,0,1,0,0,2
28005,2958,12,3,60,100,30,0,9,0,20,1,1,0,12,3,20,50,60,140,1,0,70,0,0,0,12,3,40,50,5,0,1,0,0,0,0,1,22,1,0,1,0,0,1
28005,4219,18,3,60,100,60,0,1,0,8,1,1,0,18,3,20,50,5,70,9,0,20,0,0,0,18,3,40,50,5,0,1,0,0,0,0,1,22,1,0,1,0,0,1
28005,6022,26,3,20,50,5,70,9,0,35,0,1,0,26,3,60,100,60,0,1,0,20,1,0,0,26,3,40,50,5,0,1,0,0,0,0,1,22,1,0,1,0,0,2
28005,8258,35,3,60,100,60,70,6,0,110,0,1,0,35,3,40,150,30,140,3,0,190,0,0,0,35,3,40,50,5,0,1,0,0,1,0,1,22,1,0,1,0,0,3
28005,9506,41,3,60,50,60,0,9,0,20,0,1,0,41,3,20,100,5,70,1,0,20,1,0,0,41,3,40,50,5,0,1,0,0,0,0,1,22,1,0,1,0,0,2
28005,9793,42,3,20,50,5,140,9,0,20,1,1,0,42,3,60,100,60,70,1,0,8,0,0,0,42,3,40,50,5,0,1,0,0,0,0,1,22,1,0,1,0,0,1
28005,10549,45,3,40,50,5,140,6,0,70,0,1,0,45,3,40,150,30,0,3,0,190,0,0,0,45,3,40,50,5,0,1,0,0,1,0,1,22,1,0,1,0,0,3
28005,11065,47,3,20,50,60,0,3,0,8,1,1,0,47,3,60,100,5,140,9,0,110,0,0,0,47,3,40,50,5,0,1,0,0,0,0,1,22,1,0,1,0,0,1
28005,11305,48,3,60,100,5,0,9,0,8,1,1,0,48,3,20,50,60,70,1,0,35,0,0,0,48,3,40,50,5,0,1,0,0,0,0,1,22,1,0,1,0,0,1
28006,491,2,3,40,150,30,140,1,0,70,0,1,0,2,3,40,50,30,0,6,0,8,0,0,0,2,3,40,50,5,0,1,0,0,1,0,1,50,1,1,1,1,1,3
28006,797,3,3,20,50,30,140,1,0,20,0,1,0,3,3,60,100,5,70,9,0,8,0,0,0,3,3,40,50,5,0,1,0,0,1,0,1,50,1,1,1,1,1,3
28006,1865,8,3,40,150,30,140,3,0,190,0,1,0,8,3,60,100,60,0,6,0,70,0,0,0,8,3,40,50,5,0,1,0,0,1,0,1,50,1,1,1,1,1,3
28006,3015,12,3,60,100,30,0,9,0,20,0,1,0,12,3,20,50,60,140,1,0,70,0,0,0,12,3,40,50,5,0,1,0,0,1,0,1,50,1,1,1,1,1,3
28006,4237,18,3,60,100,60,0,1,0,8,0,1,0,18,3,20,50,5,70,9,0,20,0,0,0,18,3,40,50,5,0,1,0,0,1,0,1,50,1,1,1,1,1,3
28006,6174,26,3,20,50,5,70,9,0,35,0,1,0,26,3,60,100,60,0,1,0,20,0,0,0,26,3,40,50,5,0,1,0,0,1,0,1,50,1,1,1,1,1,3
28006,8100,35,3,60,100,60,70,6,0,110,0,1,0,35,3,40,150,30,140,3,0,190,0,0,0,35,3,40,50,5,0,1,0,0,1,0,1,50,1,1,1,1,1,3
28006,9507,41,3,60,50,60,0,9,0,20,0,1,0,41,3,20,100,5,70,1,0,20,0,0,0,41,3,40,50,5,0,1,0,0,1,0,1,50,1,1,1,1,1,3
28006,9799,42,3,20,50,5,140,9,0,20,0,1,0,42,3,60,100,60,70,1,0,8,0,0,0,42,3,40,50,5,0,1,0,0,1,0,1,50,1,1,1,1,1,3
28006,10499,45,3,40,50,5,140,6,0,70,0,1,0,45,3,40,150,30,0,3,0,190,0,0,0,45,3,40,50,5,0,1,0,0,1,0,1,50,1,1,1,1,1,3
28006,11188,47,3,20,50,60,0,3,0,8,0,1,0,47,3,60,100,5,140,9,0,110,0,0,0,47,3,40,50,5,0,1,0,0,1,0,1,50,1,1,1,1,1,3
28006,11388,48,3,60,100,5,0,9,0,8,0,1,0,48,3,20,50,60,70,1,0,35,0,0,0,48,3,40,50,5,0,1,0,0,1,0,1,50,1,1,1,1,1,3
28007,12101,3,4,20,50,60,0,6,0,8,1,1,0,3,4,40,150,30,70,6,0,190,0,0,0,3,4,40,50,5,0,1,0,0,0,0,1,45,1,0,0,0,0,1
28007,12285,4,4,40,150,30,70,3,0,190,1,1,0,4,4,60,100,60,0,1,0,35,0,0,0,4,4,40,50,5,0,1,0,0,0,0,1,45,1,0,0,0,0,1
28007,13096,7,4,20,100,5,45,1,0,8,0,1,0,7,4,60,50,60,0,9,0,20,1,0,0,7,4,40,50,5,0,1,0,0,0,0,1,45,1,0,0,0,0,2
28007,14044,11,4,60,50,60,70,1,0,8,1,1,0,11,4,20,100,5,70,9,0,8,0,0,0,11,4,40,50,5,0,1,0,0,0,0,1,45,1,0,0,0,0,1
28007,14586,13,4,40,150,30,70,3,0,190,0,1,0,13,4,40,150,5,70,3,0,110,0,0,0,13,4,40,50,5,0,1,0,0,1,0,1,45,1,0,0,0,0,3
28007,16196,19,4,20,100,60,70,3,0,35,1,1,0,19,4,60,50,5,70,6,0,35,0,0,0,19,4,40,50,5,0,1,0,0,0,0,1,45,1,0,0,0,0,1
28007,16389,20,4,40,150,5,140,6,0,190,0,1,0,20,4,40,50,60,140,3,0,190,0,0,0,20,4,40,50,5,0,1,0,0,1,0,1,45,1,0,0,0,0,3
28007,16646,21,4,60,100,5,0,9,0,35,0,1,0,21,4,20,100,60,0,1,0,35,0,0,0,21,4,40,50,5,0,1,0,0,1,0,1,45,1,0,0,0,0,3
28007,20917,39,4,40,150,5,140,1,0,110,0,1,0,39,4,40,150,30,140,3,0,190,0,0,0,39,4,40,50,5,0,1,0,0,1,0,1,45,1,0,0,0,0,3
28007,21397,40,4,40,50,60,0,9,0,20,1,1,0,40,4,40,150,30,140,6,0,190,0,0,0,40,4,40,50,5,0,1,0,0,0,0,1,45,1,0,0,0,0,1
28007,23059,47,4,20,50,60,70,9,0,35,0,1,0,47,4,60,100,5,140,1,0,70,1,0,0,47,4,40,50,5,0,1,0,0,0,0,1,45,1,0,0,0,0,2
28007,23381,48,4,20,150,5,140,6,0,70,0,1,0,48,4,60,50,60,140,1,0,70,1,0,0,48,4,40,50,5,0,1,0,0,0,0,1,45,1,0,0,0,0,2
28008,33621,2,2,40,150,30,0,3,45,110,1,1,0,2,2,60,150,30,0,6,0,70,0,0,0,2,2,40,50,5,0,1,15,0,0,0,1,30,0,1,0,0,0,1
28008,34804,8,2,60,100,5,0,9,0,8,0,1,0,8,2,20,50,60,0,1,30,20,1,0,0,8,2,40,50,5,0,1,15,0,0,0,1,30,0,1,0,0,0,2
